Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,Report Title,"Activity Statement January 1, 2022 - December 31, 2022"
Statement,Data,-,(Capital Market Segment / Futures & Options Segment / Currency Derivatives Segment)
Statement,Data,-,Interactive Brokers (India) Private Limited
Statement,Data,-,MEMBER OF NATIONAL STOCK EXCHANGE OF INDIA LTD.
Statement,Data,-,"SEBI Registration No. INZ000217730, Trading Member Code No. 12880"
Statement,Data,-,Compliance Officer: Bina Shah; Contact: +91-22-61289800; Email: compliance.in@interactivebrokers.com
Statement,Data,-,"Registered & Dealing Off: 502/A, Times Square, Andheri Kurla Road, Andheri East, Mumbai 400059"
Statement,Data,-,Telephone: +91-22-61289888 Fax: +91-22-61289898
Statement,Data,-,Email for investor grievances: help.in@interactivebrokers.com
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,ClosedLot,Equity and Index Options,INR,ALKEM 30JUN22 2800 P,2022-06-28,,-200,2.8786238,,,,-575.72476,575.72476,,ST
Trades,SubTotal,,Equity and Index Options,INR,ALKEM 30JUN22 2800 P,,,0,,,600,-24.27524,0,575.72476,0,
Trades,Data,Order,Equity and Index Options,INR,AMARAJABA 26MAY22 500.0 P,"2022-05-02, 05:23:52",-,"-1,000",2.3,2.55,2300,-26.18842,-2273.81158,0,-250,O
Trades,Data,Trade,Equity and Index Options,INR,AMARAJABA 26MAY22 500.0 P,"2022-05-02, 05:23:52",NSE,"-1,000",2.3,2.55,2300,-26.18842,-2273.81158,0,-250,O
Trades,Data,Order,Equity and Index Options,INR,AMARAJABA 26MAY22 500.0 P,"2022-05-26, 05:41:04",-,"1,000",9.9,7.85,-9900,-30.08846,2273.81158,-7656.27688,-2050,C
Trades,Data,Trade,Equity and Index Options,INR,AMARAJABA 26MAY22 500.0 P,"2022-05-26, 05:41:04",NSE,"1,000",9.9,7.85,-9900,-30.08846,2273.81158,-7656.27688,-2050,C
Trades,Data,ClosedLot,Equity and Index Options,INR,AMARAJABA 26MAY22 500.0 P,2022-05-02,,-1000,2.27381158,,,,-2273.81158,-7656.27688,,ST
Trades,SubTotal,,Equity and Index Options,INR,AMARAJABA 26MAY22 500.0 P,,,0,,,-7600,-56.27688,0,-7656.27688,-2300,
Trades,Data,Order,Equity and Index Options,INR,APOLLOHOS 26MAY22 3500.0 P,"2022-05-04, 05:54:59",-,-125,27,25.75,3375,-27.398225,-3347.601775,0,156.25,O
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 26MAY22 3500.0 P,"2022-05-04, 05:54:59",NSE,-125,27,25.75,3375,-27.398225,-3347.601775,0,156.25,O
Trades,Data,Order,Equity and Index Options,INR,APOLLOHOS 26MAY22 3500.0 P,"2022-05-26, 07:00:00",-,125,0,0,0,0,3347.601775,3347.601775,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,APOLLOHOS 26MAY22 3500.0 P,"2022-05-26, 07:00:00",--,125,0,0,0,0,3347.601775,3347.601775,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,APOLLOHOS 26MAY22 3500.0 P,2022-05-04,,-125,26.7808142,,,,-3347.601775,3347.601775,,ST
Trades,SubTotal,,Equity and Index Options,INR,APOLLOHOS 26MAY22 3500.0 P,,,0,,,3375,-27.398225,0,3347.601775,156.25,
Trades,Data,Order,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,"2022-06-23, 03:28:15",-,-275,5.25,2.35,1443.75,-25.22479625,-1418.52520375,0,797.5,O
Trades,Data,Trade,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,"2022-06-23, 03:28:15",NSE,-275,5.25,2.35,1443.75,-25.22479625,-1418.52520375,0,797.5,O
Trades,Data,Order,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,"2022-06-28, 04:36:50",-,-275,2.3,0.15,632.5,-24.3118155,-608.1881845,0,591.25,O
Trades,Data,Trade,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,"2022-06-28, 04:36:50",NSE,-275,2.3,0.15,632.5,-24.3118155,-608.1881845,0,591.25,O
Trades,Data,Order,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,"2022-06-30, 07:00:00",-,550,0,0,0,0,2026.713389,2026.713389,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,"2022-06-30, 07:00:00",--,550,0,0,0,0,2026.713389,2026.713389,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,2022-06-23,,-275,5.158273469,,,,-1418.525204,1418.525204,,ST
Trades,Data,ClosedLot,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,2022-06-28,,-275,2.2115934,,,,-608.188185,608.188185,,ST
Trades,SubTotal,,Equity and Index Options,INR,ASTRAL 30JUN22 1500 P,,,0,,,2076.25,-49.53661175,0.00000075,2026.713389,1388.75,
Trades,Data,Order,Equity and Index Options,INR,AUBANK 30JUN22 540 P,"2022-06-29, 05:55:59",-,"-1,000",0.8,0.55,800,-24.50032,-775.49968,0,250,O
Trades,Data,Trade,Equity and Index Options,INR,AUBANK 30JUN22 540 P,"2022-06-29, 05:55:59",NSE,"-1,000",0.8,0.55,800,-24.50032,-775.49968,0,250,O
Trades,Data,Order,Equity and Index Options,INR,AUBANK 30JUN22 540 P,"2022-06-30, 07:00:00",-,"1,000",0,0,0,0,775.49968,775.49968,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,AUBANK 30JUN22 540 P,"2022-06-30, 07:00:00",--,"1,000",0,0,0,0,775.49968,775.49968,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,AUBANK 30JUN22 540 P,2022-06-29,,-1000,0.77549968,,,,-775.49968,775.49968,,ST
Trades,SubTotal,,Equity and Index Options,INR,AUBANK 30JUN22 540 P,,,0,,,800,-24.50032,0,775.49968,250,
Trades,Data,Order,Equity and Index Options,INR,AXISBANK 26MAY22 590.0 P,"2022-05-06, 05:08:45",-,"-1,200",3.65,3.9,4380,-28.529252,-4351.470748,0,-300,O
Trades,Data,Trade,Equity and Index Options,INR,AXISBANK 26MAY22 590.0 P,"2022-05-06, 05:08:45",NSE,"-1,200",3.65,3.9,4380,-28.529252,-4351.470748,0,-300,O
Trades,Data,Order,Equity and Index Options,INR,AXISBANK 26MAY22 590.0 P,"2022-05-26, 07:00:00",-,"1,200",0,0,0,0,4351.470748,4351.470748,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,AXISBANK 26MAY22 590.0 P,"2022-05-26, 07:00:00",--,"1,200",0,0,0,0,4351.470748,4351.470748,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,AXISBANK 26MAY22 590.0 P,2022-05-06,,-1200,3.626225623,,,,-4351.470748,4351.470748,,ST
Trades,SubTotal,,Equity and Index Options,INR,AXISBANK 26MAY22 590.0 P,,,0,,,4380,-28.529252,0,4351.470748,-300,
Trades,Data,Order,Equity and Index Options,INR,BAJAJ-AUT 30JUN22 3300 P,"2022-06-17, 05:57:13",-,-250,23.7,24.65,5925,-30.267995,-5894.732005,0,-237.5,O
Trades,Data,Trade,Equity and Index Options,INR,BAJAJ-AUT 30JUN22 3300 P,"2022-06-17, 05:57:13",NSE,-250,23.7,24.65,5925,-30.267995,-5894.732005,0,-237.5,O
Trades,Data,Order,Equity and Index Options,INR,BAJAJ-AUT 30JUN22 3300 P,"2022-06-28, 05:02:13",-,250,0.5,0.55,-125,-23.681925,5894.732005,5746.05008,12.5,C
Trades,Data,Trade,Equity and Index Options,INR,BAJAJ-AUT 30JUN22 3300 P,"2022-06-28, 05:02:13",NSE,250,0.5,0.55,-125,-23.681925,5894.732005,5746.05008,12.5,C
Trades,Data,ClosedLot,Equity and Index Options,INR,BAJAJ-AUT 30JUN22 3300 P,2022-06-17,,-250,23.57892802,,,,-5894.732005,5746.05008,,ST
Trades,SubTotal,,Equity and Index Options,INR,BAJAJ-AUT 30JUN22 3300 P,,,0,,,5800,-53.94992,0,5746.05008,-225,
Trades,Data,Order,Equity and Index Options,INR,BAJFINANC 26MAY22 5300.0 P,"2022-05-06, 05:30:46",-,-125,43.4,40.75,5425,-29.705295,-5395.294705,0,331.25,O
Trades,Data,Trade,Equity and Index Options,INR,BAJFINANC 26MAY22 5300.0 P,"2022-05-06, 05:30:46",NSE,-125,43.4,40.75,5425,-29.705295,-5395.294705,0,331.25,O
Trades,Data,Order,Equity and Index Options,INR,BAJFINANC 26MAY22 5300.0 P,"2022-05-26, 07:00:00",-,125,0,0,0,0,5395.294705,5395.294705,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,BAJFINANC 26MAY22 5300.0 P,"2022-05-26, 07:00:00",--,125,0,0,0,0,5395.294705,5395.294705,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,BAJFINANC 26MAY22 5300.0 P,2022-05-06,,-125,43.16235764,,,,-5395.294705,5395.294705,,ST
Trades,SubTotal,,Equity and Index Options,INR,BAJFINANC 26MAY22 5300.0 P,,,0,,,5425,-29.705295,0,5395.294705,331.25,
Trades,Data,Order,Equity and Index Options,INR,BANKNIFTY 10MAR22 31400.0 P,"2022-03-04, 04:55:24",-,-25,63,60.9,1575,-25.372505,-1549.627495,0,52.5,O
Trades,Data,Trade,Equity and Index Options,INR,BANKNIFTY 10MAR22 31400.0 P,"2022-03-04, 04:55:24",NSE,-25,63,60.9,1575,-25.372505,-1549.627495,0,52.5,O
Trades,Data,Order,Equity and Index Options,INR,BANKNIFTY 10MAR22 31400.0 P,"2022-03-10, 07:00:00",-,25,0,0,0,0,1549.627495,1549.627495,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,BANKNIFTY 10MAR22 31400.0 P,"2022-03-10, 07:00:00",--,25,0,0,0,0,1549.627495,1549.627495,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,BANKNIFTY 10MAR22 31400.0 P,2022-03-04,,-25,61.9850998,,,,-1549.627495,1549.627495,,ST
Trades,SubTotal,,Equity and Index Options,INR,BANKNIFTY 10MAR22 31400.0 P,,,0,,,1575,-25.372505,0,1549.627495,52.5,
Trades,Data,Order,Equity and Index Options,INR,BANKNIFTY 10MAR22 31500.0 P,"2022-03-04, 04:53:52",-,-25,65.25,66.5,1631.25,-25.43580875,-1605.81419125,0,-31.25,O
Trades,Data,Trade,Equity and Index Options,INR,BANKNIFTY 10MAR22 31500.0 P,"2022-03-04, 04:53:52",NSE,-25,65.25,66.5,1631.25,-25.43580875,-1605.81419125,0,-31.25,O
Trades,Data,Order,Equity and Index Options,INR,BANKNIFTY 10MAR22 31500.0 P,"2022-03-10, 07:00:00",-,25,0,0,0,0,1605.814191,1605.814191,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,BANKNIFTY 10MAR22 31500.0 P,"2022-03-10, 07:00:00",--,25,0,0,0,0,1605.814191,1605.814191,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,BANKNIFTY 10MAR22 31500.0 P,2022-03-04,,-25,64.23256764,,,,-1605.814191,1605.814191,,ST
Trades,SubTotal,,Equity and Index Options,INR,BANKNIFTY 10MAR22 31500.0 P,,,0,,,1631.25,-25.43580875,-0.00000025,1605.814191,-31.25,
Trades,Data,Order,Equity and Index Options,INR,BANKNIFTY 31MAR22 27000.0 P,"2022-03-08, 02:06:07",-,-25,170.6,121.8,4265,-28.399831,-4236.600169,0,1220,O
Trades,Data,Trade,Equity and Index Options,INR,BANKNIFTY 31MAR22 27000.0 P,"2022-03-08, 02:06:07",NSE,-25,170.6,121.8,4265,-28.399831,-4236.600169,0,1220,O
Trades,Data,Order,Equity and Index Options,INR,BANKNIFTY 31MAR22 27000.0 P,"2022-03-31, 07:00:00",-,25,0,0,0,0,4236.600169,4236.600169,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,BANKNIFTY 31MAR22 27000.0 P,"2022-03-31, 07:00:00",--,25,0,0,0,0,4236.600169,4236.600169,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,BANKNIFTY 31MAR22 27000.0 P,2022-03-08,,-25,169.46400676,,,,-4236.600169,4236.600169,,ST
Trades,SubTotal,,Equity and Index Options,INR,BANKNIFTY 31MAR22 27000.0 P,,,0,,,4265,-28.399831,0,4236.600169,1220,
Trades,Data,Order,Equity and Index Options,INR,BOSCHLTD 30JUN22 16500 C,"2022-06-29, 05:37:40",-,-50,20,19.35,1000,-24.7254,-975.2746,0,32.5,O
Trades,Data,Trade,Equity and Index Options,INR,BOSCHLTD 30JUN22 16500 C,"2022-06-29, 05:37:40",NSE,-50,20,19.35,1000,-24.7254,-975.2746,0,32.5,O
Trades,Data,Order,Equity and Index Options,INR,BOSCHLTD 30JUN22 16500 C,"2022-06-30, 07:00:00",-,50,0,0,0,0,975.2746,975.2746,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,BOSCHLTD 30JUN22 16500 C,"2022-06-30, 07:00:00",--,50,0,0,0,0,975.2746,975.2746,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,BOSCHLTD 30JUN22 16500 C,2022-06-29,,-50,19.505492,,,,-975.2746,975.2746,,ST
Trades,SubTotal,,Equity and Index Options,INR,BOSCHLTD 30JUN22 16500 C,,,0,,,1000,-24.7254,0,975.2746,32.5,
Trades,Data,Order,Equity and Index Options,INR,BRITANNIA 30JUN22 3100 P,"2022-06-17, 05:31:09",-,-200,16,15.9,3200,-27.20128,-3172.79872,0,20,O
Trades,Data,Trade,Equity and Index Options,INR,BRITANNIA 30JUN22 3100 P,"2022-06-17, 05:31:09",NSE,-200,16,15.9,3200,-27.20128,-3172.79872,0,20,O
Trades,Data,Order,Equity and Index Options,INR,BRITANNIA 30JUN22 3100 P,"2022-06-30, 07:00:00",-,200,0,0,0,0,3172.79872,3172.79872,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,BRITANNIA 30JUN22 3100 P,"2022-06-30, 07:00:00",--,200,0,0,0,0,3172.79872,3172.79872,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,BRITANNIA 30JUN22 3100 P,2022-06-17,,-200,15.8639936,,,,-3172.79872,3172.79872,,ST
Trades,SubTotal,,Equity and Index Options,INR,BRITANNIA 30JUN22 3100 P,,,0,,,3200,-27.20128,0,3172.79872,20,
Trades,Data,Order,Equity and Index Options,INR,CHAMBLFER 28APR22 570.0 C,"2022-04-12, 01:50:49",-,"-1,500",1.85,1,2775,-26.722985,-2748.277015,0,1275,O
Trades,Data,Trade,Equity and Index Options,INR,CHAMBLFER 28APR22 570.0 C,"2022-04-12, 01:50:49",NSE,"-1,500",1.85,1,2775,-26.722985,-2748.277015,0,1275,O
Trades,Data,Order,Equity and Index Options,INR,CHAMBLFER 28APR22 570.0 C,"2022-04-22, 05:36:58",-,"1,500",0.15,0.2,-225,-23.747465,2748.277015,2499.52955,75,C
Trades,Data,Trade,Equity and Index Options,INR,CHAMBLFER 28APR22 570.0 C,"2022-04-22, 05:36:58",NSE,"1,500",0.15,0.2,-225,-23.747465,2748.277015,2499.52955,75,C
Trades,Data,ClosedLot,Equity and Index Options,INR,CHAMBLFER 28APR22 570.0 C,2022-04-12,,-1500,1.832184677,,,,-2748.277015,2499.52955,,ST
Trades,SubTotal,,Equity and Index Options,INR,CHAMBLFER 28APR22 570.0 C,,,0,,,2550,-50.47045,0,2499.52955,1350,
Trades,Data,Order,Equity and Index Options,INR,COALINDIA 26MAY22 220.0 C,"2022-05-02, 04:54:16",-,"-4,200",1.3,1.2,5460,-29.744684,-5430.255316,0,420,O
Trades,Data,Trade,Equity and Index Options,INR,COALINDIA 26MAY22 220.0 C,"2022-05-02, 04:54:16",NSE,"-4,200",1.3,1.2,5460,-29.744684,-5430.255316,0,420,O
Trades,Data,Order,Equity and Index Options,INR,COALINDIA 26MAY22 220.0 C,"2022-05-26, 07:00:00",-,"4,200",0,0,0,0,5430.255316,5430.255316,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,COALINDIA 26MAY22 220.0 C,"2022-05-26, 07:00:00",--,"4,200",0,0,0,0,5430.255316,5430.255316,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,COALINDIA 26MAY22 220.0 C,2022-05-02,,-4200,1.292917932,,,,-5430.255316,5430.255316,,ST
Trades,SubTotal,,Equity and Index Options,INR,COALINDIA 26MAY22 220.0 C,,,0,,,5460,-29.744684,0,5430.255316,420,
Trades,Data,Order,Equity and Index Options,INR,COFORGE 28APR22 3500.0 P,"2022-04-12, 03:47:18",-,-100,22,18.8,2200,-26.07588,-2173.92412,0,320,O
Trades,Data,Trade,Equity and Index Options,INR,COFORGE 28APR22 3500.0 P,"2022-04-12, 03:47:18",NSE,-100,22,18.8,2200,-26.07588,-2173.92412,0,320,O
Trades,Data,Order,Equity and Index Options,INR,COFORGE 28APR22 3500.0 P,"2022-04-28, 07:00:00",-,100,0,0,0,0,2173.92412,2173.92412,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,COFORGE 28APR22 3500.0 P,"2022-04-28, 07:00:00",--,100,0,0,0,0,2173.92412,2173.92412,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,COFORGE 28APR22 3500.0 P,2022-04-12,,-100,21.7392412,,,,-2173.92412,2173.92412,,ST
Trades,SubTotal,,Equity and Index Options,INR,COFORGE 28APR22 3500.0 P,,,0,,,2200,-26.07588,0,2173.92412,320,
Trades,Data,Order,Equity and Index Options,INR,COROMANDE 26MAY22 1030.0 C,"2022-04-28, 05:42:33",-,-625,7,7.25,4375,-28.523625,-4346.476375,0,-156.25,O
Trades,Data,Trade,Equity and Index Options,INR,COROMANDE 26MAY22 1030.0 C,"2022-04-28, 05:42:33",NSE,-625,7,7.25,4375,-28.523625,-4346.476375,0,-156.25,O
Trades,Data,Order,Equity and Index Options,INR,COROMANDE 26MAY22 1030.0 C,"2022-05-26, 07:00:00",-,625,0,0,0,0,4346.476375,4346.476375,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,COROMANDE 26MAY22 1030.0 C,"2022-05-26, 07:00:00",--,625,0,0,0,0,4346.476375,4346.476375,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,COROMANDE 26MAY22 1030.0 C,2022-04-28,,-625,6.9543622,,,,-4346.476375,4346.476375,,ST
Trades,SubTotal,,Equity and Index Options,INR,COROMANDE 26MAY22 1030.0 C,,,0,,,4375,-28.523625,0,4346.476375,-156.25,
Trades,Data,Order,Equity and Index Options,INR,CROMPTON 28APR22 340.0 P,"2022-04-19, 05:39:01",-,"-1,100",2.4,2.4,2640,-26.571056,-2613.428944,0,0,O
Trades,Data,Trade,Equity and Index Options,INR,CROMPTON 28APR22 340.0 P,"2022-04-19, 05:39:01",NSE,"-1,100",2.4,2.4,2640,-26.571056,-2613.428944,0,0,O
Trades,Data,Order,Equity and Index Options,INR,CROMPTON 28APR22 340.0 P,"2022-04-28, 07:00:00",-,"1,100",0,0,0,0,2613.428944,2613.428944,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,CROMPTON 28APR22 340.0 P,"2022-04-28, 07:00:00",--,"1,100",0,0,0,0,2613.428944,2613.428944,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,CROMPTON 28APR22 340.0 P,2022-04-19,,-1100,2.375844495,,,,-2613.428944,2613.428944,,ST
Trades,SubTotal,,Equity and Index Options,INR,CROMPTON 28APR22 340.0 P,,,0,,,2640,-26.571056,-0,2613.428944,0,
Trades,Data,Order,Equity and Index Options,INR,CUB 31MAR22 90.0 P,"2022-03-04, 04:56:16",-,"-3,400",0.65,0.65,2210,-26.087134,-2183.912866,0,0,O
Trades,Data,Trade,Equity and Index Options,INR,CUB 31MAR22 90.0 P,"2022-03-04, 04:56:16",NSE,"-3,400",0.65,0.65,2210,-26.087134,-2183.912866,0,0,O
Trades,Data,Order,Equity and Index Options,INR,CUB 31MAR22 90.0 P,"2022-03-09, 04:57:31",-,"3,400",0.7,1.05,-2380,-25.159852,2183.912866,-221.246986,1190,C
Trades,Data,Trade,Equity and Index Options,INR,CUB 31MAR22 90.0 P,"2022-03-09, 04:57:31",NSE,"3,400",0.7,1.05,-2380,-25.159852,2183.912866,-221.246986,1190,C
Trades,Data,ClosedLot,Equity and Index Options,INR,CUB 31MAR22 90.0 P,2022-03-04,,-3400,0.642327314,,,,-2183.912866,-221.246986,,ST
Trades,SubTotal,,Equity and Index Options,INR,CUB 31MAR22 90.0 P,,,0,,,-170,-51.246986,0,-221.246986,1190,
Trades,Data,Order,Equity and Index Options,INR,ESCORTS 31MAR22 1500.0 P,"2022-03-09, 04:58:00",-,-550,43.1,41.5,23705,-50.277607,-23654.722393,0,880,O
Trades,Data,Trade,Equity and Index Options,INR,ESCORTS 31MAR22 1500.0 P,"2022-03-09, 04:58:00",NSE,-550,43.1,41.5,23705,-50.277607,-23654.722393,0,880,O
Trades,Data,Order,Equity and Index Options,INR,ESCORTS 31MAR22 1500.0 P,"2022-03-31, 07:00:00",-,550,0,0,0,0,23654.722393,23654.722393,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,ESCORTS 31MAR22 1500.0 P,"2022-03-31, 07:00:00",--,550,0,0,0,0,23654.722393,23654.722393,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,ESCORTS 31MAR22 1500.0 P,2022-03-09,,-550,43.008586169,,,,-23654.722393,23654.722393,,ST
Trades,SubTotal,,Equity and Index Options,INR,ESCORTS 31MAR22 1500.0 P,,,0,,,23705,-50.277607,0,23654.722393,880,
Trades,Data,Order,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,"2022-03-06, 22:55:15",-,-550,11.6,13.45,6380,-30.780052,-6349.219948,0,-1017.5,O
Trades,Data,Trade,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,"2022-03-06, 22:55:15",NSE,-550,11.6,13.45,6380,-30.780052,-6349.219948,0,-1017.5,O
Trades,Data,Order,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,"2022-03-07, 04:53:00",-,-550,13.45,13.45,7397.5,-31.9251465,-7365.5748535,0,0,O
Trades,Data,Trade,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,"2022-03-07, 04:53:00",NSE,-550,13.45,13.45,7397.5,-31.9251465,-7365.5748535,0,0,O
Trades,Data,Order,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,"2022-03-31, 07:00:00",-,"1,100",0,0,0,0,13714.794802,13714.794802,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,"2022-03-31, 07:00:00",--,"1,100",0,0,0,0,13714.794802,13714.794802,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,2022-03-06,,-550,11.544036269,,,,-6349.219948,6349.219948,,ST
Trades,Data,ClosedLot,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,2022-03-07,,-550,13.39195428,,,,-7365.574854,7365.574854,,ST
Trades,SubTotal,,Equity and Index Options,INR,ESCORTS 31MAR22 1540.0 P,,,0,,,13777.5,-62.7051985,0.0000005,13714.794802,-1017.5,
Trades,Data,Order,Equity and Index Options,INR,GODREJCP 31MAR22 540.0 P,"2022-03-07, 04:57:41",-,-500,2,2,1000,-24.7254,-975.2746,0,0,O
Trades,Data,Trade,Equity and Index Options,INR,GODREJCP 31MAR22 540.0 P,"2022-03-07, 04:57:41",NSE,-500,2,2,1000,-24.7254,-975.2746,0,0,O
Trades,Data,Order,Equity and Index Options,INR,GODREJCP 31MAR22 540.0 P,"2022-03-31, 07:00:00",-,500,0,0,0,0,975.2746,975.2746,0,C;Ep
Trades,Data,Trade,Equity and Index Options,INR,GODREJCP 31MAR22 540.0 P,"2022-03-31, 07:00:00",--,500,0,0,0,0,975.2746,975.2746,0,C;Ep
Trades,Data,ClosedLot,Equity and Index Options,INR,GODREJCP 31MAR22 540.0 P,2022-03-07,,-500,1.9505492,,,,-975.2746,975.2746,,ST
Trades,SubTotal,,Equity and Index Options,INR,GODREJCP 31MAR22 540.0 P,,,0,,,1000,-24.7254,0,975.2746,0,
Trades,Data,Order,Equity and Index Options,INR,GODREJPRO 26MAY22 1380.0 P,"2022-05-04, 05:34:13",-,-325,15,14.2,4875,-29.086325,-4845.913675,0,260,O
Trades,Data,Trade,Equity and Index Options,INR,GODREJPRO 26MAY22 1380.0 P,"2022-05-04, 05:34:13",NSE,-325,15,14.2,4875,-29.086325,-4845.913675,0,260,O
Trades,Data,Order,Equity and Index Options,INR,GODREJPRO 26MAY22 1380.0 P,"2022-05-26, 05:42:10",-,325,143.2,90.85,-46540,-54.102316,4845.913675,-41748.188641,-17013.75,C
Trades,Data,Trade,Equity and Index Options,INR,GODREJPRO 26MAY22 1380.0 P,"2022-05-26, 05:42:10",NSE,325,143.2,90.85,-46540,-54.102316,4845.913675,-41748.188641,-17013.75,C
