Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,Report Title,"Activity Statement January 1, 2019 - December 31, 2019"
Statement,Data,-,(Capital Market Segment / Futures & Options Segment / Currency Derivatives Segment)
Statement,Data,-,Interactive Brokers (India) Private Limited
Statement,Data,-,MEMBER OF NATIONAL STOCK EXCHANGE OF INDIA LTD.
Statement,Data,-,"SEBI Registration No. INZ000217730, Trading Member Code No. 12880"
Statement,Data,-,Compliance Officer: Bina Shah; Contact: +91-22-61289800; Email: compliance.in@interactivebrokers.com
Statement,Data,-,"Registered & Dealing Off: 502/A, Times Square, Andheri Kurla Road, Andheri East, Mumbai 400059"
Statement,Data,-,Telephone: +91-22-61289888 Fax: +91-22-61289898
Statement,Data,-,Email for investor grievances: help.in@interactivebrokers.com
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Open,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Stocks,INR,HUL,-,300,1,1942.841068833,582852.32065,1923,576900,-5952.32065,
Open Positions,Data,Lot,Stocks,INR,HUL,"2019-12-26, 07:00:00",300,,1942.841068833,582852.32065,1923,576900,-5952.32065,ST
Open Positions,Total,,Stocks,INR,,,,,,582852.32065,,576900,-5952.32065,
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,INR,APOLLOHOSP,"2019-12-26, 07:00:00",-,500,1400,1379.6,-700000,-50.445,700050.445,0,-10200,A;O
Trades,Data,Trade,Stocks,INR,APOLLOHOSP,"2019-12-26, 07:00:00",--,500,1400,1379.6,-700000,-50.445,700050.445,0,-10200,A;O
Trades,Data,Order,Stocks,INR,APOLLOHOSP,"2019-12-30, 23:05:14",-,-500,1433.6,1442,716800,-51.08928,-694319.45525,22429.45547,-4200,C;L;P
Trades,Data,Trade,Stocks,INR,APOLLOHOSP,"2019-12-30, 23:05:14",NSE,-187,1433.6,1442,268083.2,-33.88099072,-259675.476263,8373.842746,-1570.8,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOHOSP,2019-12-26,,187,1388.638910497,,,,259675.476263,8373.842746,,ST
Trades,Data,Trade,Stocks,INR,APOLLOHOSP,"2019-12-30, 23:05:14",NSE,-1,1433.6,1442,1433.6,-0.05497856,-1388.638911,44.906111,-8.4,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOHOSP,2019-12-26,,1,1388.638911,,,,1388.638911,44.906111,,ST
Trades,Data,Trade,Stocks,INR,APOLLOHOSP,"2019-12-30, 23:05:14",NSE,-312,1433.6,1442,447283.2,-17.15331072,-433255.340076,14010.706613,-2620.8,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOHOSP,2019-12-26,,312,1388.6389105,,,,433255.340076,14010.706613,,ST
Trades,SubTotal,,Stocks,INR,APOLLOHOSP,,,0,,,16800,-101.53428,5730.98975,22429.45547,-14400,
Trades,Data,Order,Stocks,INR,APOLLOTYRE,"2019-12-26, 07:00:00",-,"3,000",165,161.2,-495000,-42.58325,495042.58325,0,-11400,A;O
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-26, 07:00:00",--,"3,000",165,161.2,-495000,-42.58325,495042.58325,0,-11400,A;O
Trades,Data,Order,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:14",-,"-3,000",164.7643,163.9,494292.9,-42.55613172,-487884.07525,6366.268618,2592.9,C;L;P
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:14",NSE,-200,164.8,163.9,32960,-8.344016,-32525.605017,426.050967,180,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOTYRE,2019-12-26,,200,162.628025085,,,,32525.605017,426.050967,,ST
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:14",NSE,-55,164.8,163.9,9064,-0.3476044,-8944.54138,119.111016,49.5,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOTYRE,2019-12-26,,55,162.628025091,,,,8944.54138,119.111016,,ST
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:14",NSE,-593,164.8,163.9,97726.4,-13.15835444,-96438.418874,1274.822771,533.7,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOTYRE,2019-12-26,,593,162.628025083,,,,96438.418874,1274.822771,,ST
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:14",NSE,-10,164.8,163.9,1648,-0.2576648,-1626.280251,21.462084,9,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOTYRE,2019-12-26,,10,162.6280251,,,,1626.280251,21.462084,,ST
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:16",NSE,-100,164.75,163.9,16475,-2.57586625,-16262.802508,209.621625,85,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOTYRE,2019-12-26,,100,162.62802508,,,,16262.802508,209.621625,,ST
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:16",NSE,-50,164.75,163.9,8237.5,-1.28793313,-8131.401254,104.810813,42.5,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOTYRE,2019-12-26,,50,162.62802508,,,,8131.401254,104.810813,,ST
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:16",NSE,-1,164.75,163.9,164.75,-0.02575816,-162.628025,2.096217,0.85,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOTYRE,2019-12-26,,1,162.628025,,,,162.628025,2.096217,,ST
Trades,Data,Trade,Stocks,INR,APOLLOTYRE,"2019-12-30, 23:05:16",NSE,"-1,991",164.75,163.9,328017.25,-16.55893454,-323792.397941,4208.293125,1692.35,C;L;P
Trades,Data,ClosedLot,Stocks,INR,APOLLOTYRE,2019-12-26,,1991,162.628025083,,,,323792.397941,4208.293125,,ST
Trades,SubTotal,,Stocks,INR,APOLLOTYRE,,,0,,,-707.1,-85.13938172,7158.508,6366.268618,-8807.1,
Trades,Data,Order,Stocks,INR,ARVIND,"2019-09-26, 07:00:00",-,"6,000",50,49.1,-300000,-35.105,300035.105,0,-5400,A;O
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 07:00:00",--,"6,000",50,49.1,-300000,-35.105,300035.105,0,-5400,A;O
Trades,Data,Order,Stocks,INR,ARVIND,"2019-09-26, 23:48:18",-,"-6,000",48.054975,47.9,288329.85,-34.65744975,-297667.369002,-9372.176452,929.85,C;L;P
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:18",NSE,-100,48.15,47.9,4815,-7.26465525,-4961.122817,-153.387472,25,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,100,49.61122817,,,,4961.122817,-153.387472,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:18",NSE,-99,48.15,47.9,4766.85,-0.1828087,-4911.511588,-144.844397,24.75,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,99,49.611228162,,,,4911.511588,-144.844397,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:20",NSE,"-3,000",48.1,47.9,144300,-16.611963,-148833.6845,-4550.296463,600,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,3000,49.611228167,,,,148833.6845,-4550.296463,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-100,48,47.9,4800,-0.75048,-4961.122817,-161.873297,10,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,100,49.61122817,,,,4961.122817,-161.873297,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-200,48,47.9,9600,-1.50096,-9922.245633,-323.746593,20,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,200,49.611228165,,,,9922.245633,-323.746593,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-756,48,47.9,36288,-5.1343868,-37506.088494,-1223.222881,75.6,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,756,49.611228167,,,,37506.088494,-1223.222881,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-250,48,47.9,12000,-0.4602,-12402.807042,-403.267242,25,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,250,49.611228168,,,,12402.807042,-403.267242,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-100,48,47.9,4800,-0.18408,-4961.122817,-161.306897,10,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,100,49.61122817,,,,4961.122817,-161.306897,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-100,48,47.9,4800,-0.18408,-4961.122817,-161.306897,10,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,100,49.61122817,,,,4961.122817,-161.306897,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-100,48,47.9,4800,-0.18408,-4961.122817,-161.306897,10,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,100,49.61122817,,,,4961.122817,-161.306897,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,"-1,000",48,47.9,48000,-1.8408,-49611.228167,-1613.068967,100,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,1000,49.611228167,,,,49611.228167,-1613.068967,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-57,48,47.9,2736,-0.1049256,-2827.840006,-91.944931,5.7,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,57,49.611228175,,,,2827.840006,-91.944931,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-5,48,47.9,240,-0.009204,-248.056141,-8.065345,0.5,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,5,49.6112282,,,,248.056141,-8.065345,,ST
Trades,Data,Trade,Stocks,INR,ARVIND,"2019-09-26, 23:48:22",NSE,-133,48,47.9,6384,-0.2448264,-6598.293346,-214.538173,13.3,C;L;P
Trades,Data,ClosedLot,Stocks,INR,ARVIND,2019-09-26,,133,49.611228165,,,,6598.293346,-214.538173,,ST
Trades,SubTotal,,Stocks,INR,ARVIND,,,0,,,-11670.15,-69.76244975,2367.735998,-9372.176452,-4470.15,
Trades,Data,Order,Stocks,INR,BALKRISI,"2019-09-26, 07:00:00",-,-800,780,786.6,624000,-47.5304,-623952.4696,0,-5280,A;O
Trades,Data,Trade,Stocks,INR,BALKRISI,"2019-09-26, 07:00:00",--,-800,780,786.6,624000,-47.5304,-623952.4696,0,-5280,A;O
Trades,Data,Order,Stocks,INR,BALKRISI,"2019-10-01, 07:00:00",-,800,771.55,744.65,-617240,-47.271154,628950.7952,11663.524046,-8000,C;M;O
Trades,Data,Trade,Stocks,INR,BALKRISI,"2019-10-03, 01:48:22",NSE,800,771.55,761.55,-617240,-47.271154,628950.7952,11663.524046,-8000,C;M
Trades,Data,ClosedLot,Stocks,INR,BALKRISI,2019-09-26,,-800,786.188494,,,,-628950.7952,11663.524046,,ST
Trades,Data,Trade,Stocks,INR,BALKRISI,"2019-10-03, 01:48:22",--,-800,771.55,761.55,617240,0,-617240,0,8000,Ca
Trades,Data,Trade,Stocks,INR,BALKRISI,"2019-10-03, 01:48:22",NSE,800,771.55,761.55,-617240,0,617240,0,-8000,M;O
Trades,Data,Trade,Stocks,INR,BALKRISI,"2019-10-01, 07:00:00",--,-800,771.55,744.65,617240,0,-617240,0,21520,Ca
Trades,Data,Trade,Stocks,INR,BALKRISI,"2019-10-03, 01:48:22",NSE,800,771.55,744.65,-617240,0,617240,0,-21520,M;O
Trades,SubTotal,,Stocks,INR,BALKRISI,,,0,,,6760,-94.801554,4998.3256,11663.524046,-13280,
Trades,Data,Order,Stocks,INR,BATAINDIA,"2019-11-28, 07:00:00",-,550,1640,1634.1,-902000,-58.1917,902058.1917,0,-3245,A;O
Trades,Data,Trade,Stocks,INR,BATAINDIA,"2019-11-28, 07:00:00",--,550,1640,1634.1,-902000,-58.1917,902058.1917,0,-3245,A;O
Trades,Data,Order,Stocks,INR,BATAINDIA,"2019-11-28, 07:00:00",-,550,1660,1634.1,-913000,-58.61355,913058.61355,0,-14245,A;O
Trades,Data,Trade,Stocks,INR,BATAINDIA,"2019-11-28, 07:00:00",--,550,1660,1634.1,-913000,-58.61355,913058.61355,0,-14245,A;O
Trades,Data,Order,Stocks,INR,BATAINDIA,"2019-12-03, 00:45:52",-,"-1,100",1667.533136364,1678.35,1834286.45,-290.83648735,-1801932.548824,32063.064686,-11898.55,C;L;P
Trades,Data,Trade,Stocks,INR,BATAINDIA,"2019-12-03, 00:45:52",NSE,-10,1668.1,1678.35,16681,-7.71971635,-16289.939442,383.340842,-102.5,C;L;P
Trades,Data,ClosedLot,Stocks,INR,BATAINDIA,2019-11-28,,10,1628.9939442,,,,16289.939442,383.340842,,ST
Trades,Data,Trade,Stocks,INR,BATAINDIA,"2019-12-03, 00:45:52",NSE,-4,1668.1,1678.35,6672.4,-0.25588654,-6515.975777,156.168337,-41,C;L;P
Trades,Data,ClosedLot,Stocks,INR,BATAINDIA,2019-11-28,,4,1628.99394425,,,,6515.975777,156.168337,,ST
Trades,Data,Trade,Stocks,INR,BATAINDIA,"2019-12-03, 00:45:52",NSE,-1,1668.1,1678.35,1668.1,-0.06397163,-1628.993944,39.042084,-10.25,C;L;P
Trades,Data,ClosedLot,Stocks,INR,BATAINDIA,2019-11-28,,1,1628.993944,,,,1628.993944,39.042084,,ST
Trades,Data,Trade,Stocks,INR,BATAINDIA,"2019-12-03, 00:45:52",NSE,-1,1668.1,1678.35,1668.1,-0.06397163,-1628.993944,39.042084,-10.25,C;L;P
Trades,Data,ClosedLot,Stocks,INR,BATAINDIA,2019-11-28,,1,1628.993944,,,,1628.993944,39.042084,,ST
Trades,Data,Trade,Stocks,INR,BATAINDIA,"2019-12-03, 00:45:52",NSE,-3,1668.1,1678.35,5004.3,-0.19191491,-4886.981833,117.126253,-30.75,C;L;P
Trades,Data,ClosedLot,Stocks,INR,BATAINDIA,2019-11-28,,3,1628.993944333,,,,4886.981833,117.126253,,ST
